Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 9.293E-01, 2.319E+02, 7.368E+01, 1.480E+02, 2.933E+01, 4.480E+01, 1.848E+01, 3.201E-02, 1.410E+02, 7.025E+00, 6.835E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.952E+02
