s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1
 9.3924551E+000, 2.8028534E+002,-5.5421619E+001, 3.3737789E-001,-7.9141271E+000,-1.8924289E-002, 8.7195261E+001, 0.0000000E+000, 3.0362210E+002, 3.0446331E+002, 3.4279293E+001, 6.2042027E-003, 0.0000000E+000, 3.2386108E+002
 9.6401730E+000, 2.9030654E+002,-5.9635901E+001, 3.5115999E-001,-8.4196887E+000,-1.9418362E-002, 8.8113102E+001, 0.0000000E+000, 3.0246653E+002, 3.1069579E+002, 3.4279294E+001, 6.3743344E-003, 0.0000000E+000, 3.4104766E+002
 9.9692764E+000, 2.9585596E+002,-6.2069766E+001, 3.6497049E-001,-8.9029082E+000,-1.9960549E-002, 9.0198324E+001, 0.0000000E+000, 3.1335411E+002, 3.1542662E+002, 3.4279294E+001, 6.5619135E-003, 0.0000000E+000, 3.6469448E+002
 1.0298380E+001, 3.0316443E+002,-6.3359411E+001, 3.8304317E-001,-9.4011985E+000,-2.0588025E-002, 9.2160684E+001, 0.0000000E+000, 3.1924692E+002, 3.2292696E+002, 3.4279294E+001, 6.7815313E-003, 0.0000000E+000, 3.8878472E+002
 1.0528752E+001, 3.1024551E+002,-7.5812440E+001, 3.9867008E-001,-9.7465210E+000,-2.1042367E-002, 9.0593023E+001, 0.0000000E+000, 3.1594022E+002, 3.1565720E+002, 3.4279294E+001, 6.9697751E-003, 0.0000000E+000, 4.0547942E+002
 1.0890766E+001, 3.1630680E+002,-6.9518140E+001, 4.1705849E-001,-1.0091778E+001,-2.1442779E-002, 9.4310246E+001, 0.0000000E+000, 3.2539805E+002, 3.3140274E+002, 3.4279294E+001, 7.1675262E-003, 0.0000000E+000, 4.3248812E+002
 1.1132110E+001, 3.2112339E+002,-7.1902709E+001, 4.3307613E-001,-1.0465404E+001,-2.2074220E-002, 9.5860656E+001, 0.0000000E+000, 3.3325288E+002, 3.3502693E+002, 3.4279294E+001, 7.3671787E-003, 0.0000000E+000, 4.5092541E+002
 1.1463626E+001, 3.3556236E+002,-7.3493807E+001, 4.4630535E-001,-1.0894777E+001,-2.2799850E-002, 9.9662434E+001, 0.0000000E+000, 3.4241409E+002, 3.5125972E+002, 3.4279294E+001, 7.5536345E-003, 0.0000000E+000, 4.7694759E+002
 1.1779894E+001, 3.4892460E+002,-7.3902577E+001, 4.5963316E-001,-1.1514939E+001,-2.3503363E-002, 1.0507482E+002, 0.0000000E+000, 3.6313304E+002, 3.6901803E+002, 3.4279294E+001, 7.7664838E-003, 0.0000000E+000, 5.0326283E+002
 1.2096163E+001, 3.5799251E+002,-7.4068838E+001, 4.7291968E-001,-1.2345058E+001,-2.4170064E-002, 1.0855306E+002, 0.0000000E+000, 3.7624962E+002, 3.8058042E+002, 3.4279294E+001, 7.9761189E-003, 0.0000000E+000, 5.3052084E+002
 1.2307008E+001, 3.6321920E+002,-7.6505307E+001, 4.8466885E-001,-1.3124509E+001,-2.4753846E-002, 1.0968224E+002, 0.0000000E+000, 3.8104325E+002, 3.8373153E+002, 3.4279294E+001, 8.1508149E-003, 0.0000000E+000, 5.4892776E+002
 1.2642100E+001, 3.6636026E+002,-7.8148603E+001, 4.9778598E-001,-1.3883552E+001,-2.5345949E-002, 1.0978352E+002, 0.0000000E+000, 3.8016495E+002, 3.8458406E+002, 3.4279294E+001, 8.3393516E-003, 0.0000000E+000, 5.7813223E+002
 1.2961902E+001, 3.7712072E+002,-8.7107560E+001, 5.1228910E-001,-1.4742560E+001,-2.5985067E-002, 1.1112145E+002, 0.0000000E+000, 3.8795861E+002, 3.8687835E+002, 3.4279294E+001, 8.5573655E-003, 0.0000000E+000, 6.0657869E+002
 1.3302337E+001, 3.8667467E+002,-8.9467767E+001, 5.2954684E-001,-1.5574865E+001,-2.6668074E-002, 1.1248910E+002, 0.0000000E+000, 3.8853658E+002, 3.9462402E+002, 3.4279294E+001, 8.7780566E-003, 0.0000000E+000, 6.3690882E+002
 1.3529293E+001, 3.9711553E+002,-9.0768506E+001, 5.4285167E-001,-1.6232778E+001,-2.7255784E-002, 1.1581160E+002, 0.0000000E+000, 3.9981517E+002, 4.0644145E+002, 3.4279294E+001, 8.9643990E-003, 0.0000000E+000, 6.5771434E+002
 1.3869727E+001, 4.0870009E+002,-8.9649345E+001, 5.5602565E-001,-1.6944018E+001,-2.7896081E-002, 1.2052564E+002, 0.0000000E+000, 4.1632196E+002, 4.2316050E+002, 3.4279294E+001, 9.1573965E-003, 0.0000000E+000, 6.9019504E+002
 1.4210162E+001, 4.2208245E+002,-9.4192436E+001, 5.7208780E-001,-1.7921122E+001,-2.8601029E-002, 1.2405881E+002, 0.0000000E+000, 4.3034756E+002, 4.3457120E+002, 3.4279294E+001, 9.3803418E-003, 0.0000000E+000, 7.2375302E+002
 1.4437119E+001, 4.3466984E+002,-9.7496904E+001, 5.8571354E-001,-1.8844279E+001,-2.9133074E-002, 1.2690049E+002, 0.0000000E+000, 4.3876102E+002, 4.4578573E+002, 3.4279294E+001, 9.5683479E-003, 0.0000000E+000, 7.4655569E+002
 1.4800249E+001, 4.3977408E+002,-9.8478272E+001, 5.9947489E-001,-1.9962014E+001,-2.9652373E-002, 1.2865438E+002, 0.0000000E+000, 4.4686737E+002, 4.5055801E+002, 3.4279294E+001, 9.7689364E-003, 0.0000000E+000, 7.8370774E+002
 1.5049901E+001, 4.5006115E+002,-9.9308504E+001, 6.1422196E-001,-2.1180131E+001,-3.0200230E-002, 1.3162975E+002, 0.0000000E+000, 4.5616645E+002, 4.6178629E+002, 3.4279294E+001, 9.9726443E-003, 0.0000000E+000, 8.0977757E+002
 1.5424378E+001, 4.6204726E+002,-1.0122338E+002, 6.2983486E-001,-2.2440302E+001,-3.0791010E-002, 1.3512344E+002, 0.0000000E+000, 4.6811172E+002, 4.7410606E+002, 3.4279294E+001, 1.0182280E-002, 0.0000000E+000, 8.4990496E+002
 1.5641689E+001, 4.7873691E+002,-1.0377437E+002, 6.4414785E-001,-2.3636545E+001,-3.1310151E-002, 1.4027295E+002, 0.0000000E+000, 4.8591065E+002, 4.9221178E+002, 3.4279294E+001, 1.0376941E-002, 0.0000000E+000, 8.7407562E+002
 1.5967655E+001, 4.8100860E+002,-1.0665635E+002, 6.5704360E-001,-2.4694608E+001,-3.1777254E-002, 1.4026497E+002, 0.0000000E+000, 4.8770257E+002, 4.9054788E+002, 3.4279294E+001, 1.0554964E-002, 0.0000000E+000, 9.1047571E+002
 1.6293621E+001, 4.8561555E+002,-1.0617848E+002, 6.7254731E-001,-2.5845754E+001,-3.2410296E-002, 1.4181128E+002, 0.0000000E+000, 4.9260570E+002, 4.9604273E+002, 3.4279294E+001, 1.0771254E-002, 0.0000000E+000, 9.4725120E+002
 1.6510931E+001, 4.9028953E+002,-1.1144278E+002, 6.8504903E-001,-2.6755108E+001,-3.3030813E-002, 1.4160390E+002, 0.0000000E+000, 4.9281355E+002, 4.9434755E+002, 3.4279294E+001, 1.0950942E-002, 0.0000000E+000, 9.7178695E+002
 1.6836897E+001, 4.9531832E+002,-1.0914494E+002, 6.9769618E-001,-2.7558589E+001,-3.3671980E-002, 1.4383454E+002, 0.0000000E+000, 4.9932225E+002, 5.0311335E+002, 3.4279294E+001, 1.1130629E-002, 0.0000000E+000, 1.0090736E+003
 1.7140009E+001, 5.0761878E+002,-1.0583489E+002, 7.1177379E-001,-2.8304724E+001,-3.4339954E-002, 1.4912363E+002, 0.0000000E+000, 5.1579955E+002, 5.2328023E+002, 3.4279294E+001, 1.1341208E-002, 0.0000000E+000, 1.0448764E+003
 1.7431692E+001, 5.1888156E+002,-1.1495430E+002, 7.2436778E-001,-2.9007391E+001,-3.4925313E-002, 1.5043663E+002, 0.0000000E+000, 5.2301962E+002, 5.2604594E+002, 3.4279294E+001, 1.1536589E-002, 0.0000000E+000, 1.0798054E+003
 1.7723375E+001, 5.2836322E+002,-1.2194313E+002, 7.3805243E-001,-2.9807972E+001,-3.5501269E-002, 1.5124966E+002, 0.0000000E+000, 5.2647468E+002, 5.2856433E+002, 3.4279294E+001, 1.1732914E-002, 0.0000000E+000, 1.1149600E+003
 1.8015060E+001, 5.3819943E+002,-1.3144699E+002, 7.5264385E-001,-3.0731356E+001,-3.6088729E-002, 1.5101229E+002, 0.0000000E+000, 5.2565129E+002, 5.2774993E+002, 3.4279294E+001, 1.1925912E-002, 0.0000000E+000, 1.1500599E+003
 1.8306744E+001, 5.4677438E+002,-1.3421084E+002, 7.6794420E-001,-3.1683568E+001,-3.6726689E-002, 1.5269149E+002, 0.0000000E+000, 5.3072942E+002, 5.3430268E+002, 3.4279294E+001, 1.2115582E-002, 0.0000000E+000, 1.1854932E+003
 1.8695656E+001, 5.5591908E+002,-1.3263660E+002, 7.8597196E-001,-3.2768196E+001,-3.7484759E-002, 1.5623759E+002, 0.0000000E+000, 5.4215438E+002, 5.4750037E+002, 3.4279294E+001, 1.2343518E-002, 0.0000000E+000, 1.2337455E+003
 1.8987339E+001, 5.6487520E+002,-1.2977223E+002, 8.0359996E-001,-3.3825415E+001,-3.8169695E-002, 1.6051311E+002, 0.0000000E+000, 5.5711314E+002, 5.6255609E+002, 3.4279294E+001, 1.2571455E-002, 0.0000000E+000, 1.2709242E+003
 1.9298470E+001, 5.6775511E+002,-1.2783838E+002, 8.1830834E-001,-3.4742190E+001,-3.8676659E-002, 1.6239853E+002, 0.0000000E+000, 5.6458981E+002, 5.6835270E+002, 3.4279294E+001, 1.2773395E-002, 0.0000000E+000, 1.3111163E+003
 1.9512369E+001, 5.7414840E+002,-1.2601524E+002, 8.3064891E-001,-3.5558335E+001,-3.9102029E-002, 1.6518424E+002, 0.0000000E+000, 5.7351506E+002, 5.7855061E+002, 3.4279294E+001, 1.2952458E-002, 0.0000000E+000, 1.3391870E+003
 1.9833221E+001, 5.8303395E+002,-1.3420201E+002, 8.4145129E-001,-3.6458204E+001,-3.9545120E-002, 1.6561874E+002, 0.0000000E+000, 5.7625939E+002, 5.7879438E+002, 3.4279294E+001, 1.3127154E-002, 0.0000000E+000, 1.3815096E+003
 2.0154074E+001, 5.9533725E+002,-1.3559164E+002, 8.5435202E-001,-3.7572824E+001,-4.0061256E-002, 1.6919732E+002, 0.0000000E+000, 5.8757939E+002, 5.9218439E+002, 3.4279294E+001, 1.3340117E-002, 0.0000000E+000, 1.4246642E+003
 2.0474926E+001, 6.1131630E+002,-1.4241344E+002, 8.6703024E-001,-3.8832729E+001,-4.0577063E-002, 1.7213737E+002, 0.0000000E+000, 5.9746156E+002, 6.0303395E+002, 3.4279294E+001, 1.3556407E-002, 0.0000000E+000, 1.4685324E+003
 2.0795778E+001, 6.2891451E+002,-1.5128364E+002, 8.7967983E-001,-4.0207261E+001,-4.1135159E-002, 1.7518004E+002, 0.0000000E+000, 6.0899580E+002, 6.1344220E+002, 3.4279294E+001, 1.3766043E-002, 0.0000000E+000, 1.5132271E+003
 2.1084368E+001, 6.4908694E+002,-1.5979176E+002, 8.9092393E-001,-4.1546450E+001,-4.1659728E-002, 1.7917269E+002, 0.0000000E+000, 6.2301693E+002, 6.2777068E+002, 3.4279294E+001, 1.3969023E-002, 0.0000000E+000, 1.5543344E+003
 2.1372959E+001, 6.5814355E+002,-1.6382429E+002, 9.0164428E-001,-4.2801739E+001,-4.2160017E-002, 1.8076572E+002, 0.0000000E+000, 6.2872333E+002, 6.3314272E+002, 3.4279294E+001, 1.4158693E-002, 0.0000000E+000, 1.5958174E+003
 2.1661549E+001, 6.6226395E+002,-1.6224351E+002, 9.1424530E-001,-4.3965258E+001,-4.3026758E-002, 1.8294395E+002, 0.0000000E+000, 6.3674597E+002, 6.3987035E+002, 3.4279294E+001, 1.4351690E-002, 0.0000000E+000, 1.6378502E+003
 2.1950138E+001, 6.6053637E+002,-1.5747506E+002, 9.2769866E-001,-4.5058832E+001,-4.3705728E-002, 1.8388213E+002, 0.0000000E+000, 6.3999595E+002, 6.4276860E+002, 3.4279294E+001, 1.4544687E-002, 0.0000000E+000, 1.6801154E+003
 2.2238728E+001, 6.5971245E+002,-1.5184659E+002, 9.4091952E-001,-4.6201417E+001,-4.4219597E-002, 1.8526919E+002, 0.0000000E+000, 6.4435305E+002, 6.4783034E+002, 3.4279294E+001, 1.4737685E-002, 0.0000000E+000, 1.7226709E+003
 2.2527317E+001, 6.6369651E+002,-1.5020928E+002, 9.5359048E-001,-4.7348394E+001,-4.4733155E-002, 1.8708211E+002, 0.0000000E+000, 6.5063500E+002, 6.5412981E+002, 3.4279294E+001, 1.4927355E-002, 0.0000000E+000, 1.7656404E+003
 2.2815907E+001, 6.7210615E+002,-1.4996501E+002, 9.6510255E-001,-4.8401330E+001,-4.5319231E-002, 1.8993611E+002, 0.0000000E+000, 6.5989942E+002, 6.6459570E+002, 3.4279294E+001, 1.5120352E-002, 0.0000000E+000, 1.8092198E+003
 2.3104496E+001, 6.8378211E+002,-1.6059265E+002, 9.7530241E-001,-4.9381767E+001,-4.5883542E-002, 1.9042400E+002, 0.0000000E+000, 6.6306090E+002, 6.6516111E+002, 3.4279294E+001, 1.5310022E-002, 0.0000000E+000, 1.8530100E+003
 2.3489283E+001, 6.9692044E+002,-1.6721518E+002, 9.8686258E-001,-5.0523658E+001,-4.6514556E-002, 1.9228690E+002, 0.0000000E+000, 6.6878378E+002, 6.7240886E+002, 3.4279294E+001, 1.5537959E-002, 0.0000000E+000, 1.9118926E+003
 2.3777872E+001, 7.0993477E+002,-1.7062886E+002, 9.9739652E-001,-5.1647683E+001,-4.7200629E-002, 1.9548601E+002, 0.0000000E+000, 6.7940292E+002, 6.8409444E+002, 3.4279294E+001, 1.5759240E-002, 0.0000000E+000, 1.9567497E+003
 2.4066462E+001, 7.2132358E+002,-1.7605714E+002, 1.0065826E+000,-5.2568240E+001,-4.7881789E-002, 1.9748989E+002, 0.0000000E+000, 6.8627912E+002, 6.9114679E+002, 3.4279294E+001, 1.5952238E-002, 0.0000000E+000, 2.0020652E+003
 2.4355053E+001, 7.3040230E+002,-1.7785475E+002, 1.0174074E+000,-5.3564684E+001,-4.8570205E-002, 2.0007810E+002, 0.0000000E+000, 6.9605036E+002, 7.0002980E+002, 3.4279294E+001, 1.6145235E-002, 0.0000000E+000, 2.0480124E+003
 2.4643642E+001, 7.3812448E+002,-1.7640359E+002, 1.0286036E+000,-5.4654182E+001,-4.9197719E-002, 2.0297162E+002, 0.0000000E+000, 7.0544786E+002, 7.1101773E+002, 3.4279294E+001, 1.6334905E-002, 0.0000000E+000, 2.0945630E+003
 2.4932232E+001, 7.4781598E+002,-1.8000299E+002, 1.0386071E+000,-5.5812561E+001,-4.9764014E-002, 2.0522514E+002, 0.0000000E+000, 7.1428902E+002, 7.1821441E+002, 3.4279294E+001, 1.6527903E-002, 0.0000000E+000, 2.1416898E+003
 2.5220821E+001, 7.5894634E+002,-1.8140685E+002, 1.0480108E+000,-5.7130224E+001,-5.0290783E-002, 2.0881042E+002, 0.0000000E+000, 7.2758931E+002, 7.3021741E+002, 3.4279294E+001, 1.6720900E-002, 0.0000000E+000, 2.1896906E+003
 2.5509411E+001, 7.6778021E+002,-1.8455053E+002, 1.0566951E+000,-5.8572600E+001,-5.0761646E-002, 2.1014239E+002, 0.0000000E+000, 7.3075652E+002, 7.3580539E+002, 3.4279294E+001, 1.6913898E-002, 0.0000000E+000, 2.2379096E+003
 2.5894197E+001, 7.7609815E+002,-1.8634237E+002, 1.0660400E+000,-6.0255525E+001,-5.1162495E-002, 2.1224587E+002, 0.0000000E+000, 7.3849498E+002, 7.4276101E+002, 3.4279294E+001, 1.7135179E-002, 0.0000000E+000, 2.3028872E+003
 2.6182787E+001, 7.9040851E+002,-1.8988694E+002, 1.0746218E+000,-6.1823796E+001,-5.1432872E-002, 2.1587490E+002, 0.0000000E+000, 7.5063971E+002, 7.5559586E+002, 3.4279294E+001, 1.7363116E-002, 0.0000000E+000, 2.3524237E+003
 2.6471376E+001, 8.0613482E+002,-1.9427231E+002, 1.0812785E+000,-6.3005029E+001,-5.1684346E-002, 2.1992415E+002, 0.0000000E+000, 7.6464260E+002, 7.6981122E+002, 3.4279294E+001, 1.7552786E-002, 0.0000000E+000, 2.4028870E+003
 2.6759966E+001, 8.1849038E+002,-1.9766222E+002, 1.0888558E+000,-6.4206223E+001,-5.2288863E-002, 2.2307883E+002, 0.0000000E+000, 7.7570362E+002, 7.8073733E+002, 3.4279294E+001, 1.7745783E-002, 0.0000000E+000, 2.4540813E+003
 2.7014994E+001, 8.3157102E+002,-2.0212070E+002, 1.0966390E+000,-6.5412556E+001,-5.2940344E-002, 2.2637288E+002, 0.0000000E+000, 7.8814069E+002, 7.9145435E+002, 3.4279294E+001, 1.7922143E-002, 0.0000000E+000, 2.5000514E+003
 2.7355028E+001, 8.2596521E+002,-1.9792684E+002, 1.1058350E+000,-6.6930310E+001,-5.3621263E-002, 2.2560540E+002, 0.0000000E+000, 7.8595955E+002, 7.8776567E+002, 3.4279294E+001, 1.8120964E-002, 0.0000000E+000, 2.5611989E+003
 2.7610054E+001, 8.2516311E+002,-1.9274910E+002, 1.1146891E+000,-6.8637536E+001,-5.4132474E-002, 2.2658232E+002, 0.0000000E+000, 7.8897188E+002, 7.9141935E+002, 3.4279294E+001, 1.8318120E-002, 0.0000000E+000, 2.6072393E+003
 2.7950089E+001, 8.3157349E+002,-1.9746355E+002, 1.1206511E+000,-7.0401847E+001,-5.4463871E-002, 2.2657244E+002, 0.0000000E+000, 7.8930523E+002, 7.9134673E+002, 3.4279294E+001, 1.8515277E-002, 0.0000000E+000, 2.6686412E+003
 2.8205114E+001, 8.4193204E+002,-2.0318990E+002, 1.1251886E+000,-7.1858675E+001,-5.4945862E-002, 2.2775808E+002, 0.0000000E+000, 7.9273589E+002, 7.9571178E+002, 3.4279294E+001, 1.8714098E-002, 0.0000000E+000, 2.7148938E+003
 2.8545151E+001, 8.5144568E+002,-2.1331098E+002, 1.1279210E+000,-7.2380438E+001,-5.5824981E-002, 2.2769984E+002, 0.0000000E+000, 7.9272983E+002, 7.9452620E+002, 3.4279294E+001, 1.8912087E-002, 0.0000000E+000, 2.7766005E+003
 2.8800177E+001, 8.5923112E+002,-2.0678295E+002, 1.1314933E+000,-7.2223631E+001,-5.6751407E-002, 2.3273711E+002, 0.0000000E+000, 8.0843566E+002, 8.1403639E+002, 3.4279294E+001, 1.9110076E-002, 0.0000000E+000, 2.8237817E+003
 2.9140211E+001, 8.7044841E+002,-2.1043677E+002, 1.1366454E+000,-7.2195003E+001,-5.7523633E-002, 2.3565452E+002, 0.0000000E+000, 8.1887984E+002, 8.2455028E+002, 3.4279294E+001, 1.9308896E-002, 0.0000000E+000, 2.8874779E+003
 2.9480246E+001, 8.8431318E+002,-2.1869120E+002, 1.1417829E+000,-7.2674691E+001,-5.8222901E-002, 2.3797851E+002, 0.0000000E+000, 8.2884470E+002, 8.3200936E+002, 3.4279294E+001, 1.9533505E-002, 0.0000000E+000, 2.9519169E+003
 2.9735271E+001, 9.0003373E+002,-2.1861205E+002, 1.1459131E+000,-7.3505451E+001,-5.8703700E-002, 2.4317666E+002, 0.0000000E+000, 8.4487652E+002, 8.5218009E+002, 3.4279294E+001, 1.9732326E-002, 0.0000000E+000, 3.0011619E+003
 3.0092308E+001, 9.0741320E+002,-2.2072300E+002, 1.1494983E+000,-7.4539381E+001,-5.9092795E-002, 2.4563530E+002, 0.0000000E+000, 8.5568231E+002, 8.5887653E+002, 3.4279294E+001, 1.9938158E-002, 0.0000000E+000, 3.0709975E+003
 3.0372837E+001, 9.1243104E+002,-2.1426948E+002, 1.1543435E+000,-7.5689533E+001,-5.9461002E-002, 2.4949322E+002, 0.0000000E+000, 8.6791527E+002, 8.7306014E+002, 3.4279294E+001, 2.0151596E-002, 0.0000000E+000, 3.1266627E+003
 3.0653366E+001, 9.2030317E+002,-2.1462801E+002, 1.1575359E+000,-7.6824620E+001,-5.9792362E-002, 2.5218874E+002, 0.0000000E+000, 8.7802073E+002, 8.8213703E+002, 3.4279294E+001, 2.0337939E-002, 0.0000000E+000, 3.1829719E+003
 3.0901644E+001, 9.4035186E+002,-2.2385578E+002, 1.1604295E+000,-7.7882003E+001,-6.0127299E-002, 2.5602727E+002, 0.0000000E+000, 8.9149752E+002, 8.9574166E+002, 3.4279294E+001, 2.0510971E-002, 0.0000000E+000, 3.2335609E+003
 3.1232679E+001, 9.4483556E+002,-2.3010555E+002, 1.1631656E+000,-7.8981891E+001,-6.0676472E-002, 2.5538493E+002, 0.0000000E+000, 8.9017062E+002, 8.9223554E+002, 3.4279294E+001, 2.0703968E-002, 0.0000000E+000, 3.3009389E+003
 3.1580267E+001, 9.4579653E+002,-2.3309792E+002, 1.1679965E+000,-8.0459268E+001,-6.1652895E-002, 2.5410052E+002, 0.0000000E+000, 8.8597385E+002, 8.8744621E+002, 3.4279294E+001, 2.0928815E-002, 0.0000000E+000, 3.3713688E+003
 3.1853373E+001, 9.5027731E+002,-2.2733728E+002, 1.1755560E+000,-8.2341194E+001,-6.2696331E-002, 2.5656638E+002, 0.0000000E+000, 8.9240183E+002, 8.9827808E+002, 3.4279294E+001, 2.1136549E-002, 0.0000000E+000, 3.4270870E+003
 3.2126476E+001, 9.5702382E+002,-2.2601738E+002, 1.1821358E+000,-8.4437676E+001,-6.3598063E-002, 2.5940978E+002, 0.0000000E+000, 9.0448353E+002, 9.0709708E+002, 3.4279294E+001, 2.1322891E-002, 0.0000000E+000, 3.4835392E+003
 3.2490616E+001, 9.6280369E+002,-2.3197301E+002, 1.1866758E+000,-8.6888772E+001,-6.4555390E-002, 2.5860689E+002, 0.0000000E+000, 9.0230622E+002, 9.0367092E+002, 3.4279294E+001, 2.1532526E-002, 0.0000000E+000, 3.5586322E+003
 3.2730282E+001, 9.8709924E+002,-2.4119851E+002, 1.1884409E+000,-8.9017133E+001,-6.5299211E-002, 2.6325078E+002, 0.0000000E+000, 9.1714717E+002, 9.2125751E+002, 3.4279294E+001, 2.1728851E-002, 0.0000000E+000, 3.6088569E+003
 3.3049835E+001, 9.9687436E+002,-2.4828600E+002, 1.1886475E+000,-9.0839864E+001,-6.5786102E-002, 2.6336260E+002, 0.0000000E+000, 9.1728594E+002, 9.2223396E+002, 3.4279294E+001, 2.1914362E-002, 0.0000000E+000, 3.6758159E+003
