s,C,m,m
Time,"DOOR_TEMP","DOOR_VIS","LAYER_HEIGHT_DOOR"
 1.0291368E+002, 9.9281430E+001, 5.5963950E+000, 8.2019273E-001
 1.0325696E+002, 9.8553239E+001, 5.6060608E+000, 8.4377781E-001
 1.0353667E+002, 9.7142791E+001, 5.6462055E+000, 8.8291828E-001
 1.0381638E+002, 9.5902551E+001, 5.6831934E+000, 9.2824635E-001
 1.0414080E+002, 9.5322293E+001, 5.6779868E+000, 9.7309961E-001
 1.0444840E+002, 9.5852013E+001, 5.6291627E+000, 9.9845532E-001
 1.0475601E+002, 9.7544336E+001, 5.5403796E+000, 1.0077694E+000
 1.0500209E+002, 9.9483077E+001, 5.4446696E+000, 1.0167987E+000
 1.0531585E+002, 1.0091492E+002, 5.3666065E+000, 1.0179593E+000
 1.0564395E+002, 1.0166006E+002, 5.3152165E+000, 9.8873108E-001
 1.0593100E+002, 1.0171637E+002, 5.2984306E+000, 9.3375237E-001
 1.0622379E+002, 1.0131433E+002, 5.3027107E+000, 8.7194807E-001
 1.0650865E+002, 1.0071537E+002, 5.3157806E+000, 8.1938181E-001
 1.0680796E+002, 1.0018136E+002, 5.3377760E+000, 7.8857515E-001
 1.0714452E+002, 9.9962762E+001, 5.3470614E+000, 7.7317338E-001
 1.0743961E+002, 1.0017918E+002, 5.3286249E+000, 7.6461711E-001
 1.0773471E+002, 1.0086836E+002, 5.2950937E+000, 7.5953340E-001
 1.0802981E+002, 1.0159298E+002, 5.2527199E+000, 7.5966118E-001
 1.0835842E+002, 1.0239382E+002, 5.2145514E+000, 7.6935362E-001
 1.0862132E+002, 1.0289165E+002, 5.1913020E+000, 7.8706659E-001
 1.0894993E+002, 1.0277692E+002, 5.1794327E+000, 8.1381319E-001
 1.0921283E+002, 1.0240878E+002, 5.1741069E+000, 8.4924827E-001
 1.0954144E+002, 1.0198092E+002, 5.1740367E+000, 8.8609703E-001
 1.0980434E+002, 1.0168355E+002, 5.1712636E+000, 9.1487018E-001
 1.1010498E+002, 1.0154880E+002, 5.1642638E+000, 9.2513006E-001
 1.1045737E+002, 1.0159919E+002, 5.1552172E+000, 9.2389053E-001
 1.1075103E+002, 1.0193369E+002, 5.1452689E+000, 9.1594947E-001
 1.1104468E+002, 1.0235578E+002, 5.1299454E+000, 9.0992144E-001
 1.1134421E+002, 1.0271022E+002, 5.1088969E+000, 9.0881826E-001
 1.1161555E+002, 1.0292793E+002, 5.0877230E+000, 9.1457006E-001
 1.1197087E+002, 1.0307298E+002, 5.0686989E+000, 9.3288674E-001
 1.1223607E+002, 1.0315700E+002, 5.0557421E+000, 9.6471651E-001
 1.1251718E+002, 1.0317397E+002, 5.0464416E+000, 1.0027927E+000
 1.1282034E+002, 1.0310043E+002, 5.0369320E+000, 1.0444444E+000
 1.1314775E+002, 1.0291303E+002, 5.0275519E+000, 1.0861520E+000
 1.1341452E+002, 1.0270364E+002, 5.0166249E+000, 1.1215388E+000
 1.1376133E+002, 1.0261547E+002, 4.9971999E+000, 1.1533616E+000
 1.1405479E+002, 1.0273554E+002, 4.9710931E+000, 1.1825739E+000
 1.1432823E+002, 1.0294946E+002, 4.9467458E+000, 1.1902457E+000
 1.1464500E+002, 1.0323156E+002, 4.9231367E+000, 1.1852109E+000
 1.1492375E+002, 1.0354127E+002, 4.8996210E+000, 1.1819493E+000
 1.1520251E+002, 1.0384752E+002, 4.8755720E+000, 1.1819890E+000
 1.1555096E+002, 1.0439106E+002, 4.8416666E+000, 1.1834141E+000
 1.1582972E+002, 1.0525948E+002, 4.8044711E+000, 1.1778610E+000
 1.1610848E+002, 1.0606352E+002, 4.7754816E+000, 1.1572108E+000
 1.1644241E+002, 1.0674592E+002, 4.7440350E+000, 1.1270348E+000
 1.1675457E+002, 1.0732228E+002, 4.7133499E+000, 1.0975454E+000
 1.1700430E+002, 1.0792822E+002, 4.6949879E+000, 1.0746807E+000
 1.1731647E+002, 1.0853195E+002, 4.6723115E+000, 1.0612527E+000
 1.1762863E+002, 1.0921521E+002, 4.6410038E+000, 1.0542329E+000
 1.1794079E+002, 1.0983474E+002, 4.6132798E+000, 1.0330883E+000
 1.1821550E+002, 1.0999097E+002, 4.6001321E+000, 9.9971301E-001
 1.1855888E+002, 1.0952880E+002, 4.6018178E+000, 9.6956507E-001
 1.1883358E+002, 1.0869515E+002, 4.6163959E+000, 9.5258334E-001
 1.1910829E+002, 1.0787108E+002, 4.6351957E+000, 9.4453556E-001
 1.1945167E+002, 1.0718137E+002, 4.6497328E+000, 9.4049665E-001
 1.1972637E+002, 1.0693086E+002, 4.6488858E+000, 9.4226649E-001
 1.2000107E+002, 1.0715352E+002, 4.6357226E+000, 9.4892050E-001
 1.2034445E+002, 1.0772423E+002, 4.6105528E+000, 9.5359941E-001
 1.2061916E+002, 1.0826638E+002, 4.5825601E+000, 9.5162430E-001
 1.2096254E+002, 1.0875257E+002, 4.5572304E+000, 9.4757176E-001
 1.2123724E+002, 1.0928655E+002, 4.5334077E+000, 9.4075676E-001
 1.2154151E+002, 1.0982537E+002, 4.5139940E+000, 9.3522362E-001
 1.2183600E+002, 1.1035793E+002, 4.4973052E+000, 9.3805957E-001
 1.2213049E+002, 1.1084699E+002, 4.4830777E+000, 9.5474197E-001
 1.2244854E+002, 1.1124657E+002, 4.4692535E+000, 9.9941894E-001
 1.2270770E+002, 1.1116688E+002, 4.4622858E+000, 1.0704388E+000
 1.2303164E+002, 1.1027956E+002, 4.4718207E+000, 1.1083280E+000
 1.2332541E+002, 1.0937137E+002, 4.4857690E+000, 1.1014968E+000
 1.2365380E+002, 1.0995014E+002, 4.4575283E+000, 1.0644405E+000
 1.2395483E+002, 1.1181085E+002, 4.3775121E+000, 1.0250917E+000
 1.2421051E+002, 1.1388907E+002, 4.3054869E+000, 1.0047095E+000
 1.2455978E+002, 1.1529428E+002, 4.2539281E+000, 9.8824870E-001
 1.2484214E+002, 1.1559058E+002, 4.2289361E+000, 9.7356859E-001
 1.2513980E+002, 1.1512740E+002, 4.2274242E+000, 9.5168058E-001
 1.2544297E+002, 1.1433274E+002, 4.2390130E+000, 9.2564175E-001
 1.2574614E+002, 1.1342222E+002, 4.2569495E+000, 9.0019235E-001
 1.2604931E+002, 1.1255138E+002, 4.2738112E+000, 8.8238264E-001
 1.2635248E+002, 1.1191989E+002, 4.2837553E+000, 8.7735530E-001
 1.2665565E+002, 1.1171337E+002, 4.2806044E+000, 8.8832670E-001
 1.2695882E+002, 1.1209334E+002, 4.2662028E+000, 9.1752536E-001
 1.2720136E+002, 1.1269619E+002, 4.2497357E+000, 9.5715241E-001
 1.2753485E+002, 1.1336194E+002, 4.2329436E+000, 1.0030003E+000
 1.2780164E+002, 1.1397150E+002, 4.2184367E+000, 1.0416457E+000
 1.2813513E+002, 1.1442315E+002, 4.2080423E+000, 1.0666426E+000
 1.2840192E+002, 1.1468980E+002, 4.2019985E+000, 1.0813973E+000
 1.2872957E+002, 1.1472784E+002, 4.1981036E+000, 1.0890774E+000
 1.2902841E+002, 1.1460381E+002, 4.1941009E+000, 1.0952655E+000
 1.2935834E+002, 1.1427855E+002, 4.1889680E+000, 1.0983460E+000
 1.2960113E+002, 1.1387322E+002, 4.1828242E+000, 1.0961524E+000
 1.2995230E+002, 1.1352291E+002, 4.1734358E+000, 1.0821385E+000
 1.3024493E+002, 1.1384762E+002, 4.1476860E+000, 1.0569924E+000
 1.3050246E+002, 1.1507550E+002, 4.1038058E+000, 1.0309267E+000
 1.3082436E+002, 1.1646694E+002, 4.0484749E+000, 9.9935889E-001
 1.3114626E+002, 1.1723937E+002, 4.0068510E+000, 9.8610504E-001
 1.3140378E+002, 1.1717055E+002, 3.9916920E+000, 9.9171595E-001
 1.3172568E+002, 1.1667116E+002, 3.9904114E+000, 1.0070211E+000
 1.3204758E+002, 1.1578679E+002, 3.9987945E+000, 1.0146478E+000
 1.3230510E+002, 1.1479251E+002, 4.0115443E+000, 1.0138074E+000
 1.3265275E+002, 1.1384251E+002, 4.0242079E+000, 1.0069372E+000
 1.3293603E+002, 1.1320430E+002, 4.0299132E+000, 9.9789825E-001
 1.3321930E+002, 1.1297503E+002, 4.0264709E+000, 9.9624390E-001
 1.3350257E+002, 1.1290200E+002, 4.0195172E+000, 9.9689394E-001
 1.3383394E+002, 1.1308508E+002, 4.0087931E+000, 9.9310583E-001
 1.3413168E+002, 1.1345407E+002, 3.9919174E+000, 9.9167376E-001
 1.3440173E+002, 1.1388626E+002, 3.9725375E+000, 9.8349403E-001
 1.3474252E+002, 1.1436394E+002, 3.9522821E+000, 9.6618851E-001
 1.3500393E+002, 1.1486756E+002, 3.9340968E+000, 9.4576734E-001
 1.3533068E+002, 1.1546643E+002, 3.9174863E+000, 9.2742839E-001
 1.3565743E+002, 1.1617584E+002, 3.9006679E+000, 9.0769121E-001
 1.3591884E+002, 1.1678810E+002, 3.8888959E+000, 8.8817346E-001
 1.3624843E+002, 1.1711377E+002, 3.8829338E+000, 8.6564835E-001
 1.3654466E+002, 1.1679362E+002, 3.8888706E+000, 8.4384068E-001
 1.3685500E+002, 1.1580557E+002, 3.9079472E+000, 8.2738573E-001
 1.3716533E+002, 1.1443842E+002, 3.9253278E+000, 8.1073240E-001
 1.3744799E+002, 1.1324011E+002, 3.9350143E+000, 8.0074812E-001
 1.3772143E+002, 1.1252654E+002, 3.9379940E+000, 8.0165091E-001
 1.3806322E+002, 1.1245679E+002, 3.9333714E+000, 8.1868890E-001
 1.3833665E+002, 1.1300846E+002, 3.9193924E+000, 8.4709268E-001
 1.3861009E+002, 1.1418381E+002, 3.8963798E+000, 8.8073917E-001
 1.3890450E+002, 1.1624749E+002, 3.8552448E+000, 9.1359930E-001
 1.3924863E+002, 1.1875094E+002, 3.7972075E+000, 9.4171473E-001
 1.3950225E+002, 1.2084150E+002, 3.7516345E+000, 9.6575921E-001
 1.3980310E+002, 1.2251586E+002, 3.7161647E+000, 9.9653751E-001
 1.4010395E+002, 1.2367365E+002, 3.6817501E+000, 1.0325693E+000
 1.4043751E+002, 1.2396678E+002, 3.6559599E+000, 1.0523748E+000
 1.4074352E+002, 1.2382013E+002, 3.6432122E+000, 1.0578877E+000
 1.4101889E+002, 1.2360520E+002, 3.6392578E+000, 1.0489565E+000
 1.4133154E+002, 1.2324500E+002, 3.6399056E+000, 1.0250363E+000
 1.4164419E+002, 1.2269297E+002, 3.6405540E+000, 9.8620159E-001
 1.4191932E+002, 1.2242649E+002, 3.6333995E+000, 9.4069059E-001
 1.4226323E+002, 1.2252000E+002, 3.6174649E+000, 8.9250227E-001
 1.4253836E+002, 1.2257793E+002, 3.6002517E+000, 8.4510669E-001
 1.4281349E+002, 1.2231526E+002, 3.5873397E+000, 8.0416938E-001
 1.4312146E+002, 1.2183691E+002, 3.5763943E+000, 7.6849035E-001
 1.4344852E+002, 1.2133812E+002, 3.5627223E+000, 7.4975467E-001
 1.4370671E+002, 1.2115446E+002, 3.5450371E+000, 7.5096431E-001
 1.4404235E+002, 1.2144709E+002, 3.5246425E+000, 7.7019453E-001
 1.4432635E+002, 1.2203513E+002, 3.5068300E+000, 8.0713094E-001
 1.4461035E+002, 1.2272535E+002, 3.4930687E+000, 8.4851131E-001
 1.4496536E+002, 1.2357928E+002, 3.4801324E+000, 8.9088282E-001
 1.4524936E+002, 1.2419287E+002, 3.4707481E+000, 9.2291921E-001
 1.4550690E+002, 1.2440819E+002, 3.4650596E+000, 9.3667988E-001
 1.4581778E+002, 1.2447259E+002, 3.4596495E+000, 9.3107220E-001
 1.4614732E+002, 1.2450699E+002, 3.4533744E+000, 9.1201630E-001
 1.4642090E+002, 1.2458359E+002, 3.4474633E+000, 8.9350221E-001
 1.4676288E+002, 1.2466061E+002, 3.4410983E+000, 8.8297146E-001
 1.4703646E+002, 1.2460234E+002, 3.4343716E+000, 8.8566180E-001
 1.4731004E+002, 1.2445123E+002, 3.4278586E+000, 8.8794055E-001
 1.4765201E+002, 1.2401354E+002, 3.4215039E+000, 8.9567240E-001
 1.4792559E+002, 1.2339785E+002, 3.4180077E+000, 9.1179627E-001
 1.4826757E+002, 1.2268720E+002, 3.4185577E+000, 9.2763165E-001
 1.4854115E+002, 1.2193260E+002, 3.4213779E+000, 9.4267072E-001
 1.4881473E+002, 1.2124496E+002, 3.4263120E+000, 9.5936099E-001
 1.4912263E+002, 1.2052758E+002, 3.4337381E+000, 9.8340582E-001
 1.4942815E+002, 1.1966255E+002, 3.4436137E+000, 1.0083581E+000
 1.4970532E+002, 1.1872346E+002, 3.4547619E+000, 1.0286752E+000
 1.5002295E+002, 1.1759505E+002, 3.4674847E+000, 1.0414730E+000
 1.5035832E+002, 1.1638602E+002, 3.4810488E+000, 1.0408491E+000
 1.5062661E+002, 1.1551428E+002, 3.4918992E+000, 1.0258994E+000
 1.5096198E+002, 1.1498847E+002, 3.4979584E+000, 9.9913231E-001
 1.5124369E+002, 1.1473328E+002, 3.5001371E+000, 9.6826450E-001
 1.5153882E+002, 1.1474201E+002, 3.4994203E+000, 9.4286382E-001
 1.5181650E+002, 1.1508422E+002, 3.4959489E+000, 9.1689211E-001
 1.5214179E+002, 1.1565663E+002, 3.4904093E+000, 9.0080318E-001
 1.5240853E+002, 1.1607431E+002, 3.4819109E+000, 8.9811464E-001
 1.5276636E+002, 1.1632475E+002, 3.4715924E+000, 9.0350674E-001
 1.5305262E+002, 1.1654369E+002, 3.4615708E+000, 9.1403433E-001
 1.5333887E+002, 1.1713452E+002, 3.4495774E+000, 9.4810797E-001
 1.5362513E+002, 1.1828669E+002, 3.4311432E+000, 1.0039429E+000
 1.5392945E+002, 1.2005983E+002, 3.4111099E+000, 1.0261998E+000
 1.5421733E+002, 1.2218820E+002, 3.3888830E+000, 1.0096088E+000
 1.5454055E+002, 1.2314655E+002, 3.3671775E+000, 9.9286122E-001
 1.5486376E+002, 1.2344886E+002, 3.3505560E+000, 9.9722755E-001
 1.5512234E+002, 1.2344585E+002, 3.3382109E+000, 1.0025897E+000
 1.5544556E+002, 1.2356032E+002, 3.3282061E+000, 1.0005624E+000
 1.5570413E+002, 1.2399277E+002, 3.3211525E+000, 9.9135189E-001
 1.5602735E+002, 1.2432038E+002, 3.3157201E+000, 9.7345282E-001
 1.5635056E+002, 1.2437129E+002, 3.3090171E+000, 9.5711048E-001
 1.5660914E+002, 1.2416825E+002, 3.3032468E+000, 9.4581092E-001
 1.5693235E+002, 1.2365638E+002, 3.3002966E+000, 9.4704904E-001
 1.5725557E+002, 1.2235845E+002, 3.3004483E+000, 9.6029411E-001
 1.5752817E+002, 1.2080226E+002, 3.3010905E+000, 9.7149974E-001
 1.5783062E+002, 1.1967635E+002, 3.2983035E+000, 9.6812572E-001
 1.5810888E+002, 1.1922851E+002, 3.2921272E+000, 9.5493384E-001
 1.5841386E+002, 1.1936806E+002, 3.2837010E+000, 9.4438510E-001
 1.5874323E+002, 1.1971478E+002, 3.2744507E+000, 9.4015632E-001
 1.5901161E+002, 1.1997642E+002, 3.2679858E+000, 9.3938504E-001
 1.5934708E+002, 1.2012515E+002, 3.2634231E+000, 9.3560096E-001
 1.5961546E+002, 1.2013938E+002, 3.2594851E+000, 9.1151077E-001
 1.5995093E+002, 1.1991375E+002, 3.2550184E+000, 8.6599675E-001
 1.6021931E+002, 1.1955968E+002, 3.2505257E+000, 8.1278198E-001
 1.6050111E+002, 1.1915899E+002, 3.2469265E+000, 7.6771106E-001
 1.6084706E+002, 1.1870227E+002, 3.2434400E+000, 7.2268435E-001
 1.6111152E+002, 1.1829835E+002, 3.2406839E+000, 6.8305656E-001
 1.6144209E+002, 1.1791422E+002, 3.2371038E+000, 6.6285306E-001
 1.6173299E+002, 1.1764684E+002, 3.2331568E+000, 6.6105420E-001
 1.6202310E+002, 1.1749977E+002, 3.2296766E+000, 6.7693488E-001
 1.6234188E+002, 1.1745508E+002, 3.2249989E+000, 7.1098036E-001
 1.6265917E+002, 1.1763735E+002, 3.2178147E+000, 7.5347889E-001
 1.6295913E+002, 1.1808222E+002, 3.2091809E+000, 7.9369401E-001
 1.6322553E+002, 1.1870038E+002, 3.1995809E+000, 8.2914225E-001
 1.6355852E+002, 1.2012974E+002, 3.1866051E+000, 8.6535566E-001
 1.6382491E+002, 1.2189922E+002, 3.1734403E+000, 8.8100498E-001
 1.6415790E+002, 1.2414526E+002, 3.1578699E+000, 8.7033047E-001
 1.6442430E+002, 1.2615993E+002, 3.1434333E+000, 8.4486392E-001
 1.6471913E+002, 1.2706420E+002, 3.1344187E+000, 8.3195291E-001
 1.6502517E+002, 1.2727813E+002, 3.1283622E+000, 8.3761446E-001
 1.6531617E+002, 1.2714422E+002, 3.1245781E+000, 8.5475306E-001
 1.6560716E+002, 1.2685133E+002, 3.1209551E+000, 8.7783779E-001
 1.6592144E+002, 1.2644502E+002, 3.1166501E+000, 9.0263072E-001
 1.6624153E+002, 1.2611270E+002, 3.1115510E+000, 9.1394327E-001
 1.6656163E+002, 1.2587354E+002, 3.1068155E+000, 9.0281289E-001
 1.6683051E+002, 1.2561250E+002, 3.1034148E+000, 8.8188116E-001
 1.6711219E+002, 1.2526771E+002, 3.1011869E+000, 8.6009340E-001
 1.6744206E+002, 1.2468838E+002, 3.0997673E+000, 8.3958638E-001
 1.6775042E+002, 1.2377208E+002, 3.0980789E+000, 8.2618877E-001
 1.6801134E+002, 1.2282223E+002, 3.0951584E+000, 8.3124037E-001
 1.6833749E+002, 1.2194854E+002, 3.0924582E+000, 8.5688498E-001
 1.6866364E+002, 1.2101333E+002, 3.0923065E+000, 8.8976220E-001
 1.6892457E+002, 1.2026941E+002, 3.0947379E+000, 9.1438105E-001
 1.6925072E+002, 1.1983259E+002, 3.0990276E+000, 9.3013685E-001
 1.6951164E+002, 1.1963595E+002, 3.1043431E+000, 9.3339856E-001
 1.6987041E+002, 1.1971856E+002, 3.1107254E+000, 9.2862779E-001
 1.7012144E+002, 1.1998937E+002, 3.1133321E+000, 9.3465934E-001
 1.7043523E+002, 1.2045590E+002, 3.1100091E+000, 9.5599110E-001
 1.7074902E+002, 1.2119394E+002, 3.1011162E+000, 9.7904807E-001
 1.7100005E+002, 1.2217488E+002, 3.0896161E+000, 9.8723157E-001
 1.7134522E+002, 1.2381573E+002, 3.0722927E+000, 9.7946304E-001
 1.7162136E+002, 1.2543662E+002, 3.0485554E+000, 9.5570976E-001
 1.7196653E+002, 1.2630495E+002, 3.0266233E+000, 9.1459490E-001
 1.7224266E+002, 1.2665874E+002, 3.0102685E+000, 8.6764780E-001
 1.7252570E+002, 1.2672408E+002, 2.9990312E+000, 8.3624345E-001
 1.7280917E+002, 1.2673181E+002, 2.9895856E+000, 8.2053326E-001
 1.7310415E+002, 1.2672839E+002, 2.9817434E+000, 8.1441670E-001
 1.7342273E+002, 1.2664646E+002, 2.9747147E+000, 8.1197256E-001
 1.7374721E+002, 1.2641865E+002, 2.9688600E+000, 8.1427639E-001
 1.7400679E+002, 1.2606037E+002, 2.9644970E+000, 8.2626529E-001
 1.7431544E+002, 1.2560947E+002, 2.9612505E+000, 8.5545129E-001
 1.7460034E+002, 1.2519133E+002, 2.9585691E+000, 9.0133882E-001
 1.7490234E+002, 1.2499425E+002, 2.9547580E+000, 9.5558707E-001
 1.7521574E+002, 1.2521853E+002, 2.9478896E+000, 1.0222252E+000
 1.7552913E+002, 1.2622774E+002, 2.9374657E+000, 1.0859042E+000
 1.7584879E+002, 1.2783032E+002, 2.9226524E+000, 1.1202102E+000
 1.7612458E+002, 1.2942493E+002, 2.9060458E+000, 1.1202348E+000
 1.7640037E+002, 1.3056013E+002, 2.8913185E+000, 1.0960637E+000
 1.7674510E+002, 1.3104638E+002, 2.8788042E+000, 1.0546106E+000
 1.7702089E+002, 1.3090043E+002, 2.8704294E+000, 1.0112654E+000
 1.7736563E+002, 1.3049831E+002, 2.8664733E+000, 9.7435548E-001
 1.7764141E+002, 1.2981931E+002, 2.8654218E+000, 9.4592564E-001
 1.7791720E+002, 1.2897366E+002, 2.8650593E+000, 9.3121029E-001
 1.7826194E+002, 1.2794110E+002, 2.8641378E+000, 9.3125018E-001
 1.7853772E+002, 1.2709342E+002, 2.8615608E+000, 9.4509028E-001
 1.7880630E+002, 1.2669375E+002, 2.8575583E+000, 9.6158996E-001
 1.7911500E+002, 1.2672546E+002, 2.8514088E+000, 9.8056513E-001
 1.7942987E+002, 1.2705977E+002, 2.8432610E+000, 9.9909837E-001
 1.7973489E+002, 1.2746716E+002, 2.8347869E+000, 1.0110181E+000
 1.8001688E+002, 1.2766766E+002, 2.8267599E+000, 1.0228170E+000
 1.8031015E+002, 1.2747678E+002, 2.8192650E+000, 1.0407217E+000
 1.8060359E+002, 1.2674366E+002, 2.8126430E+000, 1.0645623E+000
 1.8095891E+002, 1.2568255E+002, 2.8065901E+000, 1.0975276E+000
 1.8121914E+002, 1.2466793E+002, 2.8017721E+000, 1.1302728E+000
 1.8154443E+002, 1.2390032E+002, 2.7986540E+000, 1.1507020E+000
 1.8180467E+002, 1.2343957E+002, 2.7964022E+000, 1.1533910E+000
 1.8212996E+002, 1.2310296E+002, 2.7945931E+000, 1.1445407E+000
 1.8245525E+002, 1.2292590E+002, 2.7917942E+000, 1.1386020E+000
 1.8271548E+002, 1.2290809E+002, 2.7881209E+000, 1.1359132E+000
 1.8304077E+002, 1.2293270E+002, 2.7841850E+000, 1.1252047E+000
 1.8330100E+002, 1.2289663E+002, 2.7809294E+000, 1.1055064E+000
 1.8362630E+002, 1.2263840E+002, 2.7785413E+000, 1.0768905E+000
 1.8395159E+002, 1.2214063E+002, 2.7770915E+000, 1.0433298E+000
 1.8421182E+002, 1.2169400E+002, 2.7754266E+000, 1.0261608E+000
 1.8453033E+002, 1.2158209E+002, 2.7736299E+000, 1.0256367E+000
 1.8482173E+002, 1.2163297E+002, 2.7721999E+000, 1.0349181E+000
 1.8513062E+002, 1.2188602E+002, 2.7710474E+000, 1.0556993E+000
 1.8545116E+002, 1.2253579E+002, 2.7680326E+000, 1.0835736E+000
 1.8570759E+002, 1.2349670E+002, 2.7639567E+000, 1.0986489E+000
 1.8602813E+002, 1.2454137E+002, 2.7589744E+000, 1.0999710E+000
 1.8634867E+002, 1.2541057E+002, 2.7545520E+000, 1.0866848E+000
 1.8660511E+002, 1.2582627E+002, 2.7508390E+000, 1.0684955E+000
 1.8692565E+002, 1.2607325E+002, 2.7456422E+000, 1.0551070E+000
 1.8724619E+002, 1.2635317E+002, 2.7373638E+000, 1.0578043E+000
 1.8750262E+002, 1.2694612E+002, 2.7261093E+000, 1.0647213E+000
 1.8782316E+002, 1.2792905E+002, 2.7126098E+000, 1.0634313E+000
 1.8814370E+002, 1.2857530E+002, 2.7002462E+000, 1.0551900E+000
 1.8840014E+002, 1.2850956E+002, 2.6914346E+000, 1.0467254E+000
 1.8872709E+002, 1.2820839E+002, 2.6835734E+000, 1.0262145E+000
 1.8904644E+002, 1.2795994E+002, 2.6763249E+000, 9.8561319E-001
 1.8932015E+002, 1.2777222E+002, 2.6721711E+000, 9.3688911E-001
 1.8962490E+002, 1.2750882E+002, 2.6694454E+000, 8.9304069E-001
 1.8992964E+002, 1.2726726E+002, 2.6671123E+000, 8.5170985E-001
 1.9024658E+002, 1.2724059E+002, 2.6646613E+000, 8.0901869E-001
 1.9054158E+002, 1.2736674E+002, 2.6619068E+000, 7.6631986E-001
 1.9083658E+002, 1.2745240E+002, 2.6594927E+000, 7.3678404E-001
 1.9113158E+002, 1.2733517E+002, 2.6583053E+000, 7.2396654E-001
 1.9142657E+002, 1.2703595E+002, 2.6585796E+000, 7.2456713E-001
 1.9172157E+002, 1.2661685E+002, 2.6592315E+000, 7.5111453E-001
 1.9201657E+002, 1.2619443E+002, 2.6597701E+000, 8.0798946E-001
 1.9232632E+002, 1.2599902E+002, 2.6592047E+000, 8.8353120E-001
 1.9265081E+002, 1.2630642E+002, 2.6542758E+000, 9.6166253E-001
 1.9295578E+002, 1.2717441E+002, 2.6447524E+000, 9.8986486E-001
 1.9324122E+002, 1.2855004E+002, 2.6342038E+000, 9.7761586E-001
 1.9350032E+002, 1.2963797E+002, 2.6253980E+000, 9.4070573E-001
 1.9384948E+002, 1.3009447E+002, 2.6196637E+000, 9.0292622E-001
 1.9415790E+002, 1.3005266E+002, 2.6156928E+000, 8.8239657E-001
 1.9443315E+002, 1.2993610E+002, 2.6102475E+000, 8.7477795E-001
 1.9476156E+002, 1.2999720E+002, 2.6029677E+000, 8.7756954E-001
 1.9501167E+002, 1.3011594E+002, 2.5963449E+000, 8.8631900E-001
 1.9532430E+002, 1.3005503E+002, 2.5917516E+000, 8.9712376E-001
 1.9563694E+002, 1.2933809E+002, 2.5883553E+000, 9.0529549E-001
 1.9594958E+002, 1.2796638E+002, 2.5858235E+000, 9.0417668E-001
 1.9626221E+002, 1.2672456E+002, 2.5825284E+000, 8.8126264E-001
 1.9651232E+002, 1.2641057E+002, 2.5768519E+000, 8.4310238E-001
 1.9682496E+002, 1.2752040E+002, 2.5667549E+000, 7.9719580E-001
 1.9713760E+002, 1.3027000E+002, 2.5533856E+000, 7.5205576E-001
 1.9741272E+002, 1.3257637E+002, 2.5422095E+000, 7.2219821E-001
 1.9770172E+002, 1.3404332E+002, 2.5344164E+000, 7.1731752E-001
 1.9801804E+002, 1.3475863E+002, 2.5285762E+000, 7.3163805E-001
 1.9835179E+002, 1.3484010E+002, 2.5236623E+000, 7.5017891E-001
 1.9864879E+002, 1.3443484E+002, 2.5206292E+000, 7.6444930E-001
 1.9891675E+002, 1.3386143E+002, 2.5186158E+000, 7.7659676E-001
 1.9923510E+002, 1.3350345E+002, 2.5147655E+000, 7.8757282E-001
 1.9955934E+002, 1.3341366E+002, 2.5077897E+000, 7.8926680E-001
 1.9984562E+002, 1.3345123E+002, 2.5007563E+000, 7.8522336E-001
 2.0010935E+002, 1.3331830E+002, 2.4951622E+000, 7.8931318E-001
 2.0044539E+002, 1.3290711E+002, 2.4917363E+000, 8.0884642E-001
 2.0075093E+002, 1.3242777E+002, 2.4891386E+000, 8.3129506E-001
 2.0101369E+002, 1.3214347E+002, 2.4863981E+000, 8.3960702E-001
 2.0134978E+002, 1.3218427E+002, 2.4824536E+000, 8.3472109E-001
 2.0161866E+002, 1.3253777E+002, 2.4770608E+000, 8.1896085E-001
 2.0195475E+002, 1.3293347E+002, 2.4697720E+000, 7.8877188E-001
 2.0222362E+002, 1.3312819E+002, 2.4619998E+000, 7.5491551E-001
 2.0252285E+002, 1.3291573E+002, 2.4558059E+000, 7.3091738E-001
 2.0281287E+002, 1.3243778E+002, 2.4508719E+000, 7.2210137E-001
 2.0310869E+002, 1.3188327E+002, 2.4472229E+000, 7.2788541E-001
 2.0342770E+002, 1.3135471E+002, 2.4441624E+000, 7.5225129E-001
 2.0374672E+002, 1.3083087E+002, 2.4408799E+000, 7.9383687E-001
 2.0401470E+002, 1.3022235E+002, 2.4374879E+000, 8.3937425E-001
 2.0436562E+002, 1.2950211E+002, 2.4341126E+000, 8.8455865E-001
 2.0464635E+002, 1.2857837E+002, 2.4315088E+000, 9.2549843E-001
 2.0492709E+002, 1.2769155E+002, 2.4297213E+000, 9.6441476E-001
 2.0520782E+002, 1.2669402E+002, 2.4281477E+000, 1.0026659E+000
 2.0555874E+002, 1.2556284E+002, 2.4270849E+000, 1.0358206E+000
 2.0584650E+002, 1.2450147E+002, 2.4262616E+000, 1.0586125E+000
 2.0615531E+002, 1.2349409E+002, 2.4248253E+000, 1.0756969E+000
 2.0644389E+002, 1.2243046E+002, 2.4226275E+000, 1.0848342E+000
 2.0674955E+002, 1.2146751E+002, 2.4198163E+000, 1.0868370E+000
 2.0700601E+002, 1.2067128E+002, 2.4172314E+000, 1.0791430E+000
